[5,28]	0.013019056468717
[29,52]	0.009925718836682
[53,76]	0.010245681938081
[77,100]	0.010249895550405
[101,125]	0.010248278137998
[126,150]	0.010239754385368
[151,175]	0.010223614175943
[176,200]	0.010200342636426
[201,225]	0.010171846609687
[226,250]	0.010140979859982
[251,275]	0.010110402389285
[276,300]	0.010081252975265
[301,325]	0.010052768153739
[326,350]	0.010023444874903
[351,375]	0.009992880456864
[376,400]	0.009962653711124
[401,425]	0.009935419985139
[426,450]	0.009913215354984
[451,475]	0.009896483157957
[476,500]	0.009884459125917
[501,525]	0.009875996850166
[526,550]	0.009870044741393
[551,575]	0.009865687370395
[576,600]	0.009862082686535
[601,625]	0.009858660118897
[626,650]	0.009855159544115
[651,675]	0.009851568710298
[676,700]	0.009847969671397
[701,725]	0.009844493470453
[726,750]	0.009841187016837
[751,775]	0.009838021837861
[776,800]	0.009835010398855
[801,825]	0.009832327517375
[826,850]	0.009830217454129
[851,875]	0.009828783051592
[876,900]	0.009827859411852
[901,925]	0.00982713410228
[926,950]	0.009826380765845
[951,975]	0.009825585429937
[976,1000]	0.009824892091741
[1001,1025]	0.009824414536307
[1026,1050]	0.009824143355945
[1051,1075]	0.009823977948118
[1076,1100]	0.009823823209342
[1101,1125]	0.009823629277688
[1126,1150]	0.009823364632414
[1151,1175]	0.009823015155281
[1176,1200]	0.009822616380883
[1201,1225]	0.009822248589329
[1226,1250]	0.009821972715605
[1251,1275]	0.009821793189204
[1276,1300]	0.009821670484672
[1301,1325]	0.009821561663958
[1326,1350]	0.009821451764971
[1351,1375]	0.00982132398413
[1376,1400]	0.009821146187546
[1401,1425]	0.009820881404651
[1426,1450]	0.009820542778109
[1451,1475]	0.009820205368511
[1476,1500]	0.009819958241396
[1501,1525]	0.009819827429959
[1526,1550]	0.009819764390895
[1551,1575]	0.009819702857884
[1576,1600]	0.009819618949232
[1601,1625]	0.009819532889076
[1626,1650]	0.009819472646967
[1651,1675]	0.009819445107717
[1676,1700]	0.009819438222905
[1701,1725]	0.009819438222905
[1726,1750]	0.009819438222905
[1751,1775]	0.009819438222905
[1776,1800]	0.009819438222905
[1801,1825]	0.009819438222905
[1826,1850]	0.009819438222905
[1851,1875]	0.009819438222911
[1876,1900]	0.009819438223036
[1901,1925]	0.009819438224349
[1926,1950]	0.009819438233936
[1951,1975]	0.009819438287513
[1976,2000]	0.009819438527981
[2001,2025]	0.009819439420703
[2026,2050]	0.009819442210348
[2051,2075]	0.009819449638658
[2076,2100]	0.00981946666633
[2101,2125]	0.009819500847904
[2126,2150]	0.009819563521771
[2151,2175]	0.009819679252782
[2176,2200]	0.009819925999439
[2201,2225]	0.009820551425263
[2226,2250]	0.00982224834803
[2251,2275]	0.009826651396721
[2276,2300]	0.00983729619197
[2301,2325]	0.009860494333016
[2326,2350]	0.009908806997265
[2351,2375]	0.00999705673606
[2376,2400]	0.010173014029417
[2401,2425]	0.010422865562858
[2426,2450]	0.011083456531456
[2451,2475]	0.011344318904459
[2476,2500]	0.015125758539279
