5	-11.67210500356059
6	-11.175318868024561
7	-10.78387211112695
8	-10.461397138548694
9	-10.18769129307335
10	-9.950332105048258
11	-9.741122857855528
12	-9.554365581202767
13	-9.385936608959895
14	-9.232754325870395
15	-9.092454716142983
16	-8.963184262850222
17	-8.843462632757459
18	-8.73208867666435
19	-8.628074304548411
20	-8.530596862209347
21	-8.438964121300954
22	-8.352588072411283
23	-8.270964990319458
24	-8.19366005118211
25	-8.120295308106501
26	-8.050540181591645
27	-7.984103858687501
28	-7.920729158667205
29	-7.860187538138963
30	-7.802274990612883
31	-7.746808654887026
32	-7.693623990078229
33	-7.642572407328183
34	-7.593519272341849
35	-7.546342211174515
36	-7.500929665634086
37	-7.457179655417912
38	-7.414998712460492
39	-7.374300959513977
40	-7.335007310147803
41	-7.297044771456442
42	-7.260345834044701
43	-7.224847936499062
44	-7.190492993689016
45	-7.157226979979755
46	-7.124999559858614
47	-7.093763759645611
48	-7.063475674922962
49	-7.034094209118531
50	-7.005580839344783
51	-6.977899406152366
52	-6.951015924325709
53	-6.924898412242751
54	-6.899516737654825
55	-6.87484247802617
56	-6.850848793813972
57	-6.827510313276084
58	-6.804803027570347
59	-6.782704195061378
60	-6.761192253881608
61	-6.740246741906605
62	-6.719848223402703
63	-6.699978221690255
64	-6.680619157239956
65	-6.6617542906845
66	-6.64336767028448
67	-6.625444083437136
68	-6.607969011860213
69	-6.590928590121643
70	-6.574309567219673
71	-6.558099270948055
72	-6.54228557480746
73	-6.526856867247835
74	-6.511802023047382
75	-6.497110376652458
76	-6.482771697319334
77	-6.468776165913617
78	-6.455114353236397
79	-6.441777199758118
80	-6.428755996651851
81	-6.416042368027226
82	-6.403628254274961
83	-6.391505896439683
84	-6.379667821545776
85	-6.368106828807345
86	-6.356815976659127
87	-6.345788570550368
88	-6.335018151448442
89	-6.32449848500324
90	-6.314223551327253
91	-6.304187535349863
92	-6.29438481770751
93	-6.284809966134434
94	-6.275457727321316
95	-6.266323019211628
96	-6.257400923707746
97	-6.248686679760957
98	-6.240175676821335
99	-6.231863448625247
100	-6.223745667299804
101	-6.215818137765042
102	-6.208076792415974
103	-6.20051768606788
104	-6.193136991149355
105	-6.185930993128666
106	-6.178896086159983
107	-6.172028768936886
108	-6.165325640741443
109	-6.158783397677875
110	-6.152398829080558
111	-6.146168814086766
112	-6.14009031836517
113	-6.134160390991663
114	-6.128376161464639
115	-6.122734836852301
116	-6.117233699065055
117	-6.111870102246482
118	-6.10664147027672
119	-6.101545294382523
120	-6.096579130848563
121	-6.091740598824864
122	-6.087027378225566
123	-6.082437207714501
124	-6.077967882773294
125	-6.073617253847976
126	-6.069383224570313
127	-6.065263750050251
128	-6.061256835236111
129	-6.057360533339311
130	-6.053572944320618
131	-6.049892213435037
132	-6.046316529832666
133	-6.042844125212921
134	-6.039473272529737
135	-6.036202284745414
136	-6.033029513630964
137	-6.029953348610863
138	-6.02697221565027
139	-6.024084576182847
140	-6.02128892607741
141	-6.018583794641747
142	-6.015967743661999
143	-6.013439366476104
144	-6.010997287079848
145	-6.008640159264179
146	-6.006366665782456
147	-6.004175517546416
148	-6.002065452849672
149	-6.000035236617612
150	-5.99808365968264
151	-5.996209538083736
152	-5.994411712389358
153	-5.992689047042762
154	-5.991040429728865
155	-5.989464770761786
156	-5.987961002492281
157	-5.986528078734292
158	-5.98516497420987
159	-5.983870684011789
160	-5.982644223083158
161	-5.981484625713406
162	-5.980390945050017
163	-5.979362252625437
164	-5.978397637898579
165	-5.977496207810407
166	-5.976657086353061
167	-5.975879414152061
168	-5.975162348061086
169	-5.974505060768899
170	-5.973906740417977
171	-5.973366590234431
172	-5.972883828168812
173	-5.972457686547441
174	-5.972087411733869
175	-5.971772263800136
176	-5.971511516207487
177	-5.971304455496215
178	-5.971150380984327
179	-5.971048604474737
180	-5.970998449970678
181	-5.970999253399096
182	-5.971050362341719
183	-5.971151135773574
184	-5.9713009438087
185	-5.971499167452812
186	-5.971745198362711
187	-5.972038438612194
188	-5.972378300464274
189	-5.972764206149506
190	-5.973195587650217
191	-5.973671886490456
192	-5.974192553531485
193	-5.97475704877264
194	-5.975364841157384
195	-5.976015408384399
196	-5.976708236723571
197	-5.977442820836687
198	-5.978218663602736
199	-5.979035275947652
200	-5.979892176678365
201	-5.980788892321044
202	-5.981724956963393
203	-5.982699912100883
204	-5.983713306486806
205	-5.98476469598604
206	-5.985853643432401
