5	-5.724832819877696	-6.804716437434783
6	-5.779423148143878	-7.301855097056912
7	-5.774129653726812	-7.798993756679041
8	-5.767255379393314	-8.29613241630117
9	-5.76983451796714	-8.793271075923299
10	-5.774517368765906	-9.290409735545428
11	-5.778090800739755	-9.787548395167557
12	-5.78110666122608	-10.284687054789686
13	-5.784193266777562	-10.781825714411815
14	-5.787383848562295	-11.278964374033944
15	-5.790583304056605	-11.776103033656073
16	-5.793767679140474	-12.273241693278202
17	-5.796947673409418	-12.770380352900331
18	-5.800129250651504	-13.26751901252246
19	-5.803311845541078	-13.764657672144589
20	-5.806494383231285	-14.261796331766718
21	-5.809676745181863	-14.758934991388847
22	-5.812859082053448	-15.256073651010976
23	-5.816041442445418	-15.753212310633105
24	-5.819223811487433	-16.250350970255234
25	-5.822406178415599	-16.747489629877361
26	-5.825588543532027	-17.244628289499488
27	-5.828770908636388	-17.741766949121615
28	-5.831953274031371	-18.238905608743742
29	-5.835135639485078	-18.73604426836587
30	-5.838318004903256	-19.233182927987997
31	-5.841500370304998	-19.730321587610124
32	-5.844682735709276	-20.227460247232251
33	-5.847865101116707	-20.724598906854379
34	-5.851047466524342	-21.221737566476506
35	-5.854229831931509	-21.718876226098633
36	-5.857412197338551	-22.21601488572076
37	-5.860594562745644	-22.713153545342887
38	-5.863776928152768	-23.210292204965015
39	-5.866959293559889	-23.707430864587142
40	-5.870141658967004	-24.204569524209269
41	-5.873324024374119	-24.701708183831396
42	-5.876506389781235	-25.198846843453524
43	-5.879688755188351	-25.695985503075651
44	-5.882871120595467	-26.193124162697778
45	-5.886053486002583	-26.690262822319905
46	-5.889235851409699	-27.187401481942032
47	-5.892418216816814	-27.68454014156416
48	-5.89560058222393	-28.181678801186287
49	-5.898782947631046	-28.678817460808414
50	-5.901965313038162	-29.175956120430541
51	-5.905147678445278	-29.673094780052669
52	-5.908330043852394	-30.170233439674796
53	-5.91151240925951	-30.667372099296923
54	-5.914694774666626	-31.16451075891905
55	-5.917877140073742	-31.661649418541177
56	-5.921059505480858	-32.158788078163305
57	-5.924241870887974	-32.655926737785428
58	-5.92742423629509	-33.153065397407559
59	-5.930606601702205	-33.65020405702969
60	-5.933788967109321	-34.147342716651821
